id	pop	pc1	pc2	pc3	pc4	pc5	pc6	pc7	pc8	pc9	pc10	group
POBI732691	England	0.0021	0.001	0.0027	-0.0022	0.0004	-0.0061	0.0013	0.0011	-0.0038	-0.0013	West
POBI732692	England	0.0009	0.0115	0.0021	-0.0052	0.0029	-0.0117	-0.0065	0.0058	-0.0032	-0.012	West
POBI732693	England	-0.0001	0.0079	0.0011	0.0007	0.0028	-0.0024	0.0017	0.0098	0.0139	0.0136	West
POBI732694	England	0.001	0.0051	0.005	-0.001	0.0046	-0.0047	0.0022	0.0021	-0.0025	0.0024	West
POBI732792	England	-0.0005	0.0117	0.0021	0.0064	-0.0028	0.0083	0.0051	-0.0047	0.0121	-0.0004	West
POBI732805	England	0.0006	0.0071	-0.0014	-0.002	0.01	-0.0018	-0.0059	0.0156	-0.0031	-0.0037	West
POBI732806	England	0.0024	0.0051	0.0011	-0.0034	0.0079	-0.0001	-0.0056	0.0051	-0.0025	0.0026	West
POBI732821	Orkney	0.0057	0.0049	0.0055	0.0098	0.0051	0.002	-0.0034	-0.005	0.0065	-0.0028	West
POBI732810	Orkney	0.0049	0.0144	0.0071	0.0091	0.0075	0.0167	0.0053	-0.0066	-0.0004	-0.0071	West
POBI732811	Orkney	0.0055	0.0129	0.0047	0.0157	0.0022	0.0017	-0.0021	0.0004	-0.0021	-0.0002	West
POBI732812	England	0.0014	0.0053	0.003	-0.0004	-0.0007	-0.0071	-0.0083	-0.0045	-0.0069	0.0029	West
POBI732813	England	0.0012	0.0082	-0.001	0.006	0.0008	-0.0093	-0.0033	0.0016	-0.0077	-0.0038	West
POBI732804	England	-0.0069	-0.0001	-0.0062	0.0004	0.005	0.0003	0.0001	-0.0195	0.0015	-0.0025	West
POBI732817	England	0.001	0.0114	0.0061	-0.0006	0.0093	0.0012	0.0043	-0.0015	0.0082	-0.0104	West
POBI732831	Wales	0.0036	0.0152	0.0136	0.012	0.0062	0.0084	-0.0034	0.0148	-0.0091	-0.0083	West
POBI732832	Orkney	0.0045	0.0112	0.0098	0.0165	-0.0031	0.0055	-0.0011	0.001	-0.0065	0.0039	West
POBI732833	Orkney	0.0014	0.0114	0.0091	0.009	-0.0041	0.0105	-0.0035	0.0001	0.0043	-0.0031	West
POBI732822	Orkney	0.0053	0.0094	0.0055	0.0096	-0.0001	0.0093	0.0053	0.0094	-0.0041	0.0017	West
POBI732823	Orkney	0.0028	0.0098	0.0077	0.0119	0.01	0.0117	-0.0038	-0.0062	0.0019	-0.0048	West
POBI732824	England	0.0004	0.0074	0.0037	0.0019	0.0064	-0.0024	-0.0062	0.0101	-0.0058	-0.0019	West
POBI732845	Orkney	0.0043	0.01	0.0086	0.0137	-0.0008	0.0136	-0.0049	-0.0024	-0.0009	-0.0023	West
POBI732834	Orkney	0.0036	0.0117	0.0054	0.016	-0.002	0.0109	-0.0038	-0.0056	0.0086	0.0031	West
POBI732835	Orkney	0.0049	0.009	0.0048	0.0131	0.0019	0.0057	0.0019	-0.0037	0.0044	-0.0033	West
POBI732841	England	0.0012	0.0085	0.0003	-0.0002	0.0031	0	-0.0069	0.0098	0.0049	0.0019	West
POBI732856	Orkney	0.0048	0.0109	0.0088	0.0114	0.0073	0.0194	-0.0052	0.0012	0.0124	-0.0022	West
POBI732846	Orkney	0.0039	0.0111	0.0113	0.0153	0.0081	0.0149	0.0055	-0.0063	0.0018	0.0026	West
POBI732848	England	0.0023	0.0063	0.0038	-0.0089	0.0048	-0.0018	-0.0046	-0.0045	0.0011	0.0035	West
POBI732864	England	0.0029	0.005	-0.0008	0.0071	-0.0029	-0.0086	-0.0012	0.0163	0.0046	0.0007	West
POBI732852	England	-0.0012	0.0064	-0.0002	-0.0037	0.0003	-0.0024	-0.0055	-0.0134	0.0053	0.0063	West
POBI732853	England	0	0.0071	-0.0036	-0.006	0.0097	0.0017	0.001	-0.0055	-0.0007	0.0058	West
POBI732771	England	0.0027	0.0055	-0.0012	-0.0028	0.0102	-0.0019	-0.0154	-0.0032	0.0092	-0.0041	West
POBI732772	Orkney	0.0032	0.0121	0.0069	0.0129	0.0052	0.0069	0.0085	0.0027	0.0162	-0.0093	West
POBI732773	Orkney	0.0047	0.0108	0.0052	0.0102	0.001	0.0023	-0.0056	-0.0016	-0.0044	0.0007	West
POBI732857	Orkney	0.0051	0.0097	0.0031	0.0122	0.0033	0.0137	0.0029	-0.009	0.01	-0.0039	West
POBI732858	Orkney	0.0062	0.0165	0.0081	0.0155	0.0123	0.0125	0.0045	-0.0033	0.0072	0	West
POBI732859	Orkney	0.0048	0.0112	0.0121	0.0158	0.0013	0.005	0.0019	-0.0012	0.0018	-0.0002	West
POBI732876	England	-0.0009	0.0019	0.0018	-0.0008	0.0036	-0.0122	-0.0054	-0.0046	-0.0084	-0.0059	West
POBI732769	England	0.0004	0.0055	0.0038	0.0015	0.0047	-0.0022	-0.0081	0.0127	-0.009	-0.0018	West
POBI732783	England	0.0017	0.0052	-0.0006	-0.0035	0.003	-0.0137	-0.0001	0.0113	0.0057	0.0072	West
POBI732775	Orkney	0.0038	0.012	0.0059	0.0106	0.0027	0.0098	-0.0008	-0.0038	-0.0017	-0.0012	West
POBI732776	Orkney	0.0039	0.0123	0.0081	0.0161	-0.0034	0.0093	0.0115	0.0012	0.0101	0.0009	West
POBI732777	England	0.0009	0.005	0.0061	0.0035	0.0065	-0.0032	-0.0099	-0.0022	0.0018	0.0084	West
POBI732888	England	0.0047	0.012	-0.0009	0.0027	0.0011	0.0014	0.0042	0.002	-0.0067	0.0054	West
POBI732782	England	0.0007	0.0077	-0.0001	-0.0086	0.0043	0.0005	-0.0107	0.0004	-0.0009	0.0003	West
POBI732795	England	0.0006	0.008	-0.0024	-0.007	-0.0095	-0.0157	-0.0025	0.0035	-0.0063	-0.0019	West
POBI732796	Orkney	0.0039	0.0109	0.0088	0.0163	0.0031	0.0112	-0.0094	0.0017	-0.0033	-0.0014	West
POBI732797	Orkney	0.0037	0.0106	0.0033	0.0152	0.0084	0.0051	0.0042	0.0035	0.0072	-0.0092	West
POBI732786	Orkney	0.0056	0.0141	0.0057	0.0077	0.0016	0.0043	-0.0004	-0.0061	0.017	0.0011	West
POBI732787	Orkney	0.0034	0.0126	0.0093	0.0176	0.0063	0.0133	0.0027	-0.0031	-0.0003	-0.0053	West
POBI732788	Orkney	0.0048	0.0079	0.0075	0.0163	0.0004	0.0158	0.0026	-0.0186	0.0013	0.0131	West
POBI732789	England	0.0007	0.003	-0.0017	-0.0064	0.0073	-0.0023	-0.0033	-0.0026	-0.0058	0.0007	West
POBI732900	England	0.0025	0.005	0.004	-0.0035	-0.004	-0.0011	0.0115	0.0071	-0.0059	0.0011	West
POBI732793	England	0.0016	0.0077	0.001	-0.0007	0.003	0.0018	-0.0051	0.0025	0.0021	0.0004	West
POBI732807	England	0.0015	0.0037	-0.0025	-0.0015	0.0037	-0.0008	0.0064	0.0051	-0.0083	-0.0112	West
POBI732808	Orkney	0.0045	0.0102	0.0033	0.0084	0.004	0.0157	0.0018	-0.0083	0.0082	-0.0042	West
POBI732809	Orkney	0.0052	0.0112	0.0069	0.018	0.0037	0.0125	0.0004	0.0016	0.0056	0.0004	West
POBI732798	Orkney	0.0046	0.0141	0.0076	0.0119	-0.0009	0.0131	0.0032	-0.0056	0.004	-0.0057	West
POBI732799	Orkney	0.002	0.0126	0.0028	0.0129	0.0001	0.0098	0.0006	-0.0107	0.0093	-0.006	West
POBI732800	Orkney	0.0045	0.012	0.0076	0.0144	0.0033	0.0118	0.001	0.0006	0.0082	0.0036	West
POBI732801	England	0.0033	0.0101	0.0064	-0.0019	0.005	-0.0073	-0.0147	-0.0016	-0.0005	-0.0023	West
POBI732912	England	0.0009	0.0103	0.0043	0.0052	0.0009	0.0075	-0.0051	-0.0019	0.0017	-0.0024	West
POBI732913	England	0.0028	0.0123	0.0047	0.0092	0.0024	0.0039	-0.0068	-0.0024	-0.0041	0.0014	West
POBI732915	England	0.0046	0.0103	0.0022	-0.0024	0.0138	0.0006	-0.0027	0.0077	0.0114	-0.0049	West
POBI732916	England	0.0042	0.0094	0.0044	-0.0007	0.0108	0.0094	0.0062	-0.0055	-0.0067	0.0067	West
POBI732918	England	0.0014	0.0072	0.0052	-0.001	0.0062	0.0036	-0.0043	0.0096	0.0069	0.001	West
POBI732907	England	-0.0002	0.007	0.0036	-0.0076	0.002	-0.0002	0.0001	-0.0105	-0.0096	0.0094	West
POBI732920	England	0.0024	0.0093	0.0038	0.0022	0.01	0.0012	0.0037	-0.002	0.005	0.0001	West
POBI732921	England	0.004	0.0078	0.0034	0.0005	0.0071	-0.0061	0.0064	0.0069	-0.0019	0.0166	West
POBI732922	England	0.002	0.0064	0.0042	-0.004	0.0037	0.002	-0.0164	-0.004	0.0048	-0.0017	West
POBI732926	England	0.0021	0.0101	0.0081	0.0039	0.0038	-0.0007	-0.0048	0.011	-0.0064	-0.0089	West
POBI732927	England	0.0038	0.0085	0.0075	0.0055	0.0077	0	-0.0044	-0.0017	-0.0043	0.0019	West
POBI732929	England	0.0005	0.006	-0.0005	-0.001	0.0092	-0.0033	-0.0066	0.0052	0.0052	-0.004	West
POBI732930	England	0.0001	0.009	0.0017	-0.0002	0.0097	-0.0048	-0.0032	-0.0048	0.0034	-0.0012	West
POBI732919	England	0	0.0083	0.0006	-0.0007	0.0034	-0.0158	-0.0033	-0.0073	-0.0067	0.0101	West
POBI732936	England	0.0034	0.0061	0.0004	-0.0025	0.0017	-0.0015	-0.002	-0.0044	-0.0023	-0.011	West
POBI732937	England	0.0033	0.0087	-0.0031	-0.0026	-0.0009	0.0008	0.0038	0	-0.0091	-0.0001	West
POBI732940	England	0.003	0.0072	0.0004	0.0064	0.0015	0.0026	-0.0034	0.0097	0.0067	0	West
POBI732941	England	0.0036	0.0119	0.0024	0.0031	-0.0036	-0.0014	0.0048	0.0005	0.0026	-0.0007	West
POBI732942	England	0.0029	0.0116	0.0037	-0.0019	0.0057	-0.0048	-0.0093	0.0072	0.0021	0.0063	West
POBI732944	England	0.0016	0.0071	0.0004	-0.0102	0.0075	0.0023	-0.0039	0.0024	0.0006	0.0087	West
POBI732945	England	0.0009	0.0072	0.0024	-0.0026	-0.0005	-0.0066	-0.0077	0.0079	0.0047	-0.001	West
POBI732946	England	0.0018	0.0108	0.0001	-0.0063	0.002	-0.004	0.0073	0.0006	0.0012	0.0013	West
POBI732935	England	0.0007	0.0101	0.0086	0.0029	0.0057	-0.0012	-0.005	0.0063	0.002	-0.0064	West
POBI732948	England	0.0039	0.0096	0.0032	-0.0045	0.0075	0.0056	-0.0099	0.0007	-0.0076	-0.0065	West
POBI732949	England	0.002	0.007	-0.0001	-0.0009	0.0006	0.0018	0.0066	0.0015	-0.0004	-0.0113	West
POBI732950	England	0.0012	0.0066	0.0033	0.0018	0.001	-0.0001	-0.0047	0.0018	-0.002	0.0004	West
POBI732951	England	0.0025	0.0074	-0.0013	-0.0013	0.0029	-0.0158	-0.0108	0.0003	0.0003	0.0015	West
POBI732952	England	-0.0001	0.0129	0.0024	0.0089	0.0133	0.0038	-0.0116	-0.0035	0.0012	0.0017	West
POBI732953	England	0.0023	0.0074	0.0014	-0.0038	-0.0002	0.0011	0.0053	0.0071	-0.0059	-0.0116	West
POBI732954	England	0.0001	0.0113	0.0064	0.0086	-0.0024	-0.0032	0.0008	0.0006	-0.0064	0.0086	West
POBI732956	England	0.0015	0.0048	0.0032	-0.0027	0.002	-0.0022	-0.0031	-0.0048	0.0077	-0.0019	West
POBI732957	England	0.0018	0.0116	0.0017	-0.0051	0.0109	-0.0069	0.0061	0.003	0.0082	-0.0016	West
POBI732958	England	0.002	0.0117	0.0031	-0.0053	0.0035	0.0026	0.0006	-0.0001	0.0049	-0.0131	West
POBI732960	England	0.0034	0.009	0.0029	0.0049	0.0019	0.0092	-0.0008	-0.01	0.0049	0.0022	West
POBI732865	England	0.0011	0.0059	0.0019	0.0043	0.0014	-0.0064	-0.0098	0.0029	0.0048	-0.0034	West
POBI732866	England	0.0006	0.0079	0.0053	-0.0044	0.0076	0.0009	-0.0017	0.0002	0.0012	-0.0066	West
POBI732867	England	0.0013	0.0128	0.0006	0.0069	-0.0024	-0.0062	-0.013	0.0126	-0.0054	0.0043	West
POBI732868	England	0.0027	0.0077	-0.0011	-0.007	0.0061	0.0015	-0.005	-0.0024	-0.0048	-0.0061	West
POBI732870	England	0.0017	0.0103	0.0006	-0.0037	0.0053	0.0054	-0.007	0.0048	-0.0037	0.0105	West
POBI732872	England	0	0.0023	-0.0013	-0.0102	-0.0043	0.0006	-0.0059	-0.0057	0.006	-0.0007	West
POBI732873	England	0.002	0.01	0.0083	-0.0038	0.0029	-0.0048	0.0043	0.0055	0.0066	0.0011	West
POBI732875	England	0.0039	0.006	0.0033	0.0022	0.0059	0.0039	0.0001	0.0102	-0.0039	0.001	West
POBI732879	England	0.0013	0.0079	0.0008	0.0075	0.0022	0.0046	0.0025	-0.0119	0.002	0	West
POBI732881	England	0.0016	0.0081	-0.0014	0.0047	0	0.0083	-0.007	-0.0059	-0.0065	-0.0017	West
POBI732882	England	0.0022	0.0116	0.0051	-0.0005	0.0067	0.0018	-0.0117	0.0021	-0.0001	0.0104	West
POBI732884	England	0.0026	0.0075	-0.0006	-0.0063	0.0049	-0.0085	-0.0058	-0.0014	0.0098	-0.0077	West
POBI732885	England	-0.0001	0.0082	0.0036	0.0049	0.0057	-0.0081	-0.001	-0.0024	-0.0039	0.0055	West
POBI732984	England	0.001	0.0076	0.0064	0.0037	0.0014	-0.0088	-0.0098	-0.0002	-0.0034	-0.0038	West
POBI732889	England	0.0027	0.0078	0.0062	0.0001	0.003	0.0078	-0.0082	-0.0046	0.0007	0.0068	West
POBI732891	England	0.0024	0.0067	0.0008	-0.0064	0.0004	-0.0002	-0.003	0.0005	-0.0013	-0.0036	West
POBI732894	England	0.0031	0.0054	-0.0038	-0.0015	0.0033	-0.0076	0.0027	-0.0111	0.0086	-0.0012	West
POBI732883	England	0.0025	0.0031	-0.0017	-0.0092	0.0089	-0.0058	0.0024	-0.0013	0.0062	0.0087	West
POBI732896	England	0.0012	0.0089	0.0049	0.0054	0.0106	-0.003	-0.0114	-0.0085	0.0077	-0.0004	West
POBI732901	England	0.0053	0.0099	-0.0021	-0.0026	0.0071	-0.0096	-0.0042	-0.0083	-0.0031	-0.0061	West
POBI732902	England	0.0019	0.0103	0.003	-0.0031	0.0006	0.004	-0.0085	-0.0018	-0.0064	0.0051	West
POBI732904	England	0.0033	0.0098	-0.0006	-0.0042	0.0039	-0.0001	-0.0109	0.0055	-0.0057	-0.012	West
POBI732905	England	0.0033	0.0051	0.0029	-0.0062	0.0111	-0.0022	-0.0075	0.0011	0.0041	-0.0081	West
POBI732906	England	0.0017	0.0133	-0.0012	0.001	0.0043	0.0004	-0.0051	-0.0114	-0.0027	0.0096	West
POBI732908	England	0.0033	0.0091	0.0048	-0.005	0.0157	0.0014	0.0032	-0.0041	-0.0001	0.0001	West
POBI732909	England	0.0016	0.0062	0.0005	0.0015	0.0019	-0.0013	0.0019	0.006	-0.0082	-0.0023	West
POBI732911	England	0.0021	0.005	0.0022	-0.0012	0.0001	-0.0096	-0.0033	0.0014	-0.0065	0.0002	West
POBI733008	England	0.0017	0.0069	0.0045	0.0071	0.0017	0.005	-0.0019	-0.0028	-0.0013	0.0045	West
POBI732997	England	0.0023	0.0097	0.0031	0.0042	0.0002	0.0065	-0.0107	0.003	-0.0036	0.0013	West
POBI732998	England	0.0025	0.0098	0.009	0.0043	0.0096	0.0105	0.0024	0.0042	0.0045	0.0073	West
POBI733000	England	0.002	0.0083	0.0003	-0.0037	0.0062	0.0038	-0.0072	-0.0055	0.0018	-0.0018	West
POBI733001	England	0.003	0.0128	0.008	0.0071	0.0073	0.0038	-0.0092	0.0048	-0.0055	-0.0038	West
POBI733003	England	0.0004	0.0093	-0.0006	0.0079	0.0022	-0.0001	0.0001	0.0087	0.0019	-0.0061	West
POBI733006	England	0.0001	0.0073	0.0009	0.0028	0.0055	-0.0042	-0.0015	0.0062	-0.0095	0.0091	West
POBI733009	England	0.0028	0.0128	0.0131	0.0044	-0.0013	0.0012	-0.0078	-0.0086	0.0021	-0.0019	West
POBI733010	England	0.0024	0.0095	0.0035	0.0047	-0.0026	0.0041	0.0017	-0.0049	0.0021	0.0077	West
POBI733011	England	0.0019	0.0124	0.0052	0.0104	-0.0027	0.0035	-0.0122	0.0057	0.0048	0.0111	West
POBI733012	England	0.002	0.014	0.0092	0.0077	-0.0059	0.0027	0.0083	0.004	-0.0006	-0.0018	West
POBI733014	England	0.0023	0.009	-0.0001	0.001	-0.0006	-0.0051	0	0.0008	0.0082	-0.0072	West
POBI733017	England	0.0041	0.0105	0.0021	-0.001	0.004	0.0097	-0.0066	-0.0027	0.0008	-0.0092	West
POBI733018	England	-0.0011	0.0075	-0.0004	0.0001	-0.0024	-0.0022	-0.0032	0.0081	-0.0013	-0.0015	West
POBI733007	England	0.001	0.0099	-0.0025	-0.0004	-0.0028	-0.0069	-0.0023	0.0051	0.0029	-0.0004	West
POBI733032	England	0.004	0.0079	0.0089	0.0054	0.0113	0.005	-0.006	-0.0134	-0.0001	-0.0009	West
POBI733022	England	-0.0006	0.0068	0.0041	0.0067	0.004	0.0058	0.0008	-0.0097	0.0025	0.0055	West
POBI733023	England	0.003	0.0087	0.0095	0.0034	0.0044	0.0061	0.0133	0.0043	0.0046	0.0027	West
POBI733024	England	0.0053	0.0127	0.0086	0.0061	0.0047	-0.0012	-0.014	-0.0026	-0.001	0.0021	West
POBI733025	England	0.0022	0.0104	0.0062	0.003	-0.0037	-0.0047	0.0024	0.0055	0.0004	0.0112	West
POBI733026	England	0	0.007	0.0059	-0.0017	-0.0017	-0.0021	0.0087	-0.006	0.005	-0.0067	West
POBI733027	England	0.0013	0.0093	0.0064	0.0056	-0.0002	-0.0005	0.0006	0.0175	0.0081	-0.0005	West
POBI733028	England	0.0008	0.0104	0.0013	0.0036	-0.0071	-0.0058	-0.0011	-0.0044	-0.0031	0.0024	West
POBI733029	England	0.0025	0.0104	-0.0003	-0.0014	0.0029	0.0056	0.0012	0.0057	-0.0043	-0.0075	West
POBI733030	England	0.0005	0.0034	0.0082	-0.0055	0.0067	0.0029	-0.0009	0.0072	0.0029	-0.0049	West
POBI733019	England	0.0022	0.0078	-0.0014	0.0011	0.0035	0.0031	0.0014	-0.0001	-0.0055	0.001	West
POBI733033	England	0.0007	0.0101	0.0045	0.0037	0.0028	0.0047	-0.0033	-0.005	0.0039	-0.0038	West
POBI733034	England	0.0016	0.01	0.0035	-0.0028	0.0099	-0.004	-0.0089	-0.0066	0.0145	-0.0083	West
POBI733035	England	0.0023	0.0119	0.0049	0.0066	-0.0038	0.0033	0.0015	-0.0058	-0.0037	0.0024	West
POBI733036	England	0.0045	0.0105	0.0017	0	0.0044	0.0064	-0.0073	-0.003	-0.0011	-0.0091	West
POBI733038	England	0.0016	0.0132	0.0073	0.0044	0.0075	0.0016	-0.0059	-0.0143	0.0012	0.0022	West
POBI733039	England	0.0017	0.0098	0.0055	0.0013	0.0047	-0.007	0.0003	0.0036	0.0001	0.0051	West
POBI733041	England	0.0006	0.0106	0.004	-0.003	0.0029	0.0081	-0.0046	-0.0018	-0.0031	0.006	West
POBI733042	England	0.0037	0.009	0.0001	-0.0006	-0.0005	-0.0071	-0.0048	-0.005	0.0011	-0.0005	West
POBI733031	England	0.0018	0.0088	0.0023	-0.003	0.0004	0.0002	0.0061	0.0073	0.0035	0.0044	West
POBI732961	England	0.0029	0.012	0.0088	0.0074	0.0049	0.0001	-0.0018	0.0063	0.0004	-0.0013	West
POBI733045	England	0.0019	0.0148	0.0058	0.0118	0	-0.0025	0.0011	0.0127	-0.0028	0.004	West
POBI733046	England	0.0029	0.0095	0.0067	0.0057	0.0001	-0.0058	0.0029	0.0023	-0.0104	-0.0109	West
POBI733048	England	0.0024	0.0105	0.007	0.0006	0.0056	0.0063	-0.0107	0.0009	-0.0006	0.0048	West
POBI733051	England	0.0033	0.0106	0.006	0.0003	-0.0002	-0.0025	-0.0057	0.0151	-0.0031	0.0034	West
POBI733052	England	0.0037	0.0123	0.0095	0.0085	0.0072	-0.0104	-0.0053	0.0021	0.0049	-0.0181	West
POBI733053	England	0.001	0.007	-0.0019	-0.0053	0.001	-0.0041	0.0112	0.0014	0.0057	-0.0138	West
POBI733054	England	0.0023	0.0082	0.0022	0.0016	0.0009	0.0002	-0.0022	0.0096	-0.0027	0.0051	West
POBI733056	England	0.0034	0.0107	0.005	-0.0008	0.0025	-0.0046	0.0011	-0.0124	-0.0004	-0.0083	West
POBI732962	England	0.0035	0.012	0.008	0.0058	0.0046	0.0073	-0.0029	-0.0075	0.0042	-0.003	West
POBI732964	England	0.0039	0.0118	0.0048	0.0122	-0.0042	-0.0006	-0.0057	0.006	0.002	0.0024	West
POBI732965	England	0.0024	0.0098	0.0022	-0.0009	-0.0007	0.0038	-0.0004	-0.0019	0.0032	0.002	West
POBI732966	England	0.0039	0.0128	-0.0007	0.0007	0.0036	0.0012	-0.0011	-0.0011	0.0025	-0.0036	West
POBI732967	England	0.0037	0.0087	-0.0007	0.0061	0.0095	0.0026	0.0111	-0.0051	0.0047	-0.0067	West
POBI732968	England	0.0028	0.0081	0.0086	-0.0001	0.006	-0.0066	0.0009	-0.004	-0.0048	0.0095	West
POBI732969	England	0.004	0.0049	0.0016	0.0104	0.0032	-0.0006	-0.0032	-0.0004	0.0051	0.0053	West
POBI732970	England	0.0033	0.005	0.0009	0.0002	0.001	-0.0062	-0.0042	0.0026	-0.0024	-0.0009	West
POBI732971	England	0.003	0.01	0.0033	0.0033	0.0119	-0.001	-0.01	0.0102	0.0037	-0.0045	West
POBI733068	England	0.0023	0.0111	0.0036	0.0024	-0.0032	-0.0033	0.0022	0.0046	0.0042	-0.0085	West
POBI732973	England	0.0023	0.0126	0.007	0.0022	-0.0006	-0.0049	0.0026	0.0041	0.0041	0.0053	West
POBI732974	England	0.0026	0.0105	0.0078	0.0051	0.0042	0.0001	0.0041	0.0092	0.0064	0.0042	West
POBI732975	England	0.0035	0.0082	0.0053	0.0069	0.0017	0.0026	-0.0009	0.0026	-0.0039	0.0121	West
POBI732976	England	0.004	0.0092	0.0012	0.0117	0.0041	0.0021	0.0102	0.004	0.0032	0.0081	West
POBI732977	England	0.0042	0.0093	0.0096	0.0118	0.0002	0.0014	-0.0037	-0.0008	-0.0063	0.0022	West
POBI732978	England	0.0014	0.0118	0.0072	0.0074	0.0023	0.0045	0.0064	-0.0001	-0.0036	-0.0085	West
POBI732980	England	0.0011	0.0153	0.0118	0.0059	0.0114	0.0098	0.0047	-0.0016	-0.0013	-0.005	West
POBI732982	England	0.0031	0.0091	0.0017	0.0032	0.0039	-0.0045	-0.0019	-0.0036	0.0057	0.0027	West
POBI733080	England	0.0023	0.0123	0.0074	0.003	0.0017	0.0002	0.0003	0.0079	-0.0161	-0.0003	West
POBI732985	England	0.0022	0.0096	0.0056	0.0028	0.0009	-0.0042	0	0.0032	0.0051	0.002	West
POBI732986	England	0.0013	0.0091	0.0075	-0.0005	0.0096	0.0038	0.0041	-0.0061	0.0117	-0.0087	West
POBI732988	England	0.0041	0.0153	0.0163	0.0174	0.003	0.0023	0.0034	-0.0102	-0.0078	-0.0009	West
POBI732989	England	0.0024	0.0113	0.0018	0.0076	-0.001	-0.004	-0.0037	-0.0082	-0.0016	0.0005	West
POBI732990	England	0.0037	0.0133	0.0011	0.0008	0.0122	-0.001	0.0043	0.007	0.0013	-0.0019	West
POBI732992	England	0.0027	0.0138	0.0035	0.0099	0.0038	0.0045	0.0057	0.0023	0.0041	-0.0054	West
POBI732994	England	0.0011	0.006	-0.0005	-0.003	-0.0057	-0.0042	-0.0026	-0.0103	0.0019	0.0051	West
POBI732995	England	0.0022	0.0079	0.0004	-0.0046	0.0042	-0.0034	-0.0075	0.0023	-0.0131	-0.0064	West
POBI733092	England	0.0019	0.0157	0.0058	0.0009	0.0057	0.0003	-0.0025	0	-0.0099	0.0005	West
POBI733093	England	0.0012	0.0137	0.0076	0.0059	-0.0043	0.0025	0.0075	0.0164	-0.0004	0.0066	West
POBI733094	England	0.0013	0.0086	0.0051	0.0046	0.0073	0.0069	-0.0046	-0.0002	-0.0018	-0.0041	West
POBI733095	England	0.0029	0.0108	-0.0026	-0.0052	-0.0046	-0.004	0.0005	0.0024	-0.0013	-0.0114	West
POBI733096	England	0.0006	0.0051	-0.0034	-0.0052	0.0001	0.0016	0.003	-0.0039	-0.0063	-0.0023	West
POBI733097	England	0.0025	0.0091	-0.0009	-0.0046	-0.0049	-0.0015	-0.0075	0.0105	0	-0.0087	West
POBI733098	England	0.0029	0.0007	0.003	-0.0049	0.0037	-0.0079	-0.0029	0.0011	-0.0018	0.0134	West
POBI733089	England	0.0011	0.0053	0.0033	-0.0004	0.0021	-0.0011	-0.0015	0.0096	-0.0027	0.0029	West
POBI733090	England	0.0023	0.0084	0.0063	0.0049	0.0047	-0.0031	-0.0031	0.0059	-0.0045	0.0004	West
POBI733105	England	0.0034	0.01	0.0059	0.0039	-0.0005	-0.0019	0.0062	-0.0013	0.0035	-0.0007	West
POBI733106	England	0.001	0.0102	0.0003	0.004	0.0043	-0.0083	-0.0033	0.0079	0.0062	-0.0102	West
POBI733107	England	0.0034	0.0072	-0.0012	-0.0069	-0.0033	-0.0069	-0.0058	0.0029	0.0024	-0.006	West
POBI733108	England	0	0.0079	0.0018	-0.0028	0.006	-0.003	-0.0004	-0.0007	0.0011	0.006	West
POBI733109	England	0.0028	0.0077	-0.0006	0.0009	0.0039	-0.0105	0.0054	-0.0066	0.0084	-0.0009	West
POBI733110	England	0.0032	0.0093	-0.004	-0.0051	0.0049	0.0006	0.004	0.003	-0.0037	-0.0015	West
POBI733111	England	0.0033	0.0114	0.0063	0.0128	0.0054	0.0078	-0.0065	0.0101	-0.0058	-0.0004	West
POBI733101	England	0.0017	0.0115	0.0013	0.0025	0.01	0.0023	-0.011	-0.0047	-0.0101	-0.006	West
POBI733091	England	0.0036	0.0073	0.0034	-0.0014	0.0078	0.0017	-0.0084	-0.0038	-0.0026	-0.0019	West
POBI733118	England	0.0016	0.0084	0.0048	0.0034	0.0044	-0.0044	0.0074	0.0032	-0.0011	-0.0005	West
POBI733119	England	0.0022	0.0061	-0.0003	-0.004	0.006	-0.0053	-0.004	0.0059	0.0043	-0.0072	West
POBI733120	England	0.0029	0.0031	-0.0021	-0.0021	-0.0021	-0.0056	-0.0046	0.0021	-0.0084	-0.0082	West
POBI733121	England	0.0019	0.0106	-0.0019	-0.0022	-0.0047	-0.0102	0.0028	0.0071	-0.0071	-0.0082	West
POBI733122	England	0.0011	0.0054	0.0002	0.001	0.0069	-0.0013	-0.0171	0.0045	-0.0107	-0.0066	West
POBI733123	England	-0.0004	0.0073	0.0032	0.0006	0.0063	-0.0037	-0.012	-0.0006	0.0073	-0.0114	West
POBI733113	England	0.0008	0.0083	0.0026	0.0013	0.0077	0.0018	-0.0009	0.0079	0.0016	-0.0004	West
POBI733103	England	0.0011	0.0068	0.0074	-0.001	0.0022	-0.002	-0.0089	0.0036	-0.0031	0.0109	West
POBI733129	England	0.0016	0.01	0.0033	0.0023	-0.0015	-0.0076	0.0041	0.0066	-0.0089	0.0073	West
POBI733130	England	0.0051	0.0132	0.0052	-0.0008	0.0019	0.0151	0.0039	-0.0058	0.0071	-0.0035	West
POBI733131	England	0.001	0.0095	0.001	-0.0046	-0.0053	-0.0068	-0.0015	0.0074	-0.0041	0.0043	West
POBI733132	England	0.002	0.0094	0.0006	0.0018	0	0.001	0.0057	0.0083	0.002	0.009	West
